id,reference_text,predicted_text,norm_reference_text,norm_predicted_text,wer,wil,substitutions,deletions,insertions,hits,audio_duration,transcription_time,metadata_uuid,model,dataset,dataset_split,engine
49,",בנק הפועלים הוא אחד משני, אה, הבנקים, ה-אה, הגדולים בישראל, כמעט מיותר, אה, להגיד את זה,"," בנק הפועלים הוא אחד משני הבנקים הגדולים בישראל, כמעט מיותר להגיד את זה.",בנק הפועלים הוא אחד משני אה הבנקים ה אה הגדולים בישראל כמעט מיותר אה להגיד את זה,בנק הפועלים הוא אחד משני הבנקים הגדולים בישראל כמעט מיותר להגיד את זה,0.23529411764705882,0.23529411764705888,0,4,0,13,6.0,2.4554923750001763,gold_000_line_049,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
50,"ובתור אחד משני הבנקים הכי גדולים בישראל, הוא",ובתור אחד משני הבנקים הכי גדולים בישראל הוא...,ובתור אחד משני הבנקים הכי גדולים בישראל הוא,ובתור אחד משני הבנקים הכי גדולים בישראל הוא,0.0,0.0,0,0,0,8,2.995986394557823,1.5163176249989192,gold_000_line_050,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
51,"בעצם גם אהמ, אהמ, מלווה הרבה מאוד כסף, בין היתר גם לגופי התקשורת, ולא רק לגופי התקשורת,"," בעצם גם מלווה הרבה מאוד כסף, בין היתר גם לגופי התקשורת, ולא רק לגופי התקשורת.",בעצם גם אהמ אהמ מלווה הרבה מאוד כסף בין היתר גם לגופי התקשורת ולא רק לגופי התקשורת,בעצם גם מלווה הרבה מאוד כסף בין היתר גם לגופי התקשורת ולא רק לגופי התקשורת,0.11764705882352941,0.11764705882352944,0,2,0,15,6.25,3.135851333998289,gold_000_line_051,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
52,"אלא גם לבעלים של גופי התקשורת אה, אה, שמחזיקים בהם, כמו למשל,"," אלא גם לבעלים של גופי התקשורת שמחזיקים בהם, כמו למשל...",אלא גם לבעלים של גופי התקשורת אה אה שמחזיקים בהם כמו למשל,אלא גם לבעלים של גופי התקשורת שמחזיקים בהם כמו למשל,0.16666666666666666,0.16666666666666663,0,2,0,10,5.04,2.324575000002369,gold_000_line_052,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
53,"אה, שאול אלוביץ'. למשל, אנחנו, אה, מכירים מגזרה אחרת, עמוס שוקן, ה-אה, המוציא לאור של-אה, של הארץ,"," שאול ללוביץ'. למשל, אנחנו מכירים מגזרה אחרת עמוס שוקנעם, מוציא לאור של הארץ.",אה שאול אלוביץ למשל אנחנו אה מכירים מגזרה אחרת עמוס שוקן ה אה המוציא לאור של אה של הארץ,שאול ללוביץ למשל אנחנו מכירים מגזרה אחרת עמוס שוקנעם מוציא לאור של הארץ,0.47368421052631576,0.5951417004048583,3,6,0,10,7.88,3.2492466250005236,gold_000_line_053,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
54,"אה, סיפר בעבר על לחצים, אה, אה, שהופעלו עליו, אה, מכיוון בנק הפועלים, שהוא חשוף עליהם בהלוואות,"," סיפר בעבר על לחצים שהופעלו עליו מכיוון בנק הפועלים, שהוא חשוף עליהם בהלוואות.",אה סיפר בעבר על לחצים אה אה שהופעלו עליו אה מכיוון בנק הפועלים שהוא חשוף עליהם בהלוואות,סיפר בעבר על לחצים שהופעלו עליו מכיוון בנק הפועלים שהוא חשוף עליהם בהלוואות,0.23529411764705882,0.23529411764705888,0,4,0,13,6.92,2.765123625002161,gold_000_line_054,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
55,"אה, וכל מיני לחצים אחרים. במקרה הזה, בחקירה הנגדית של, אה, ישועה,"," וכל מיני נחצים אחרים. במקרה הזה, בחקירה הנגדית של ישוע,",אה וכל מיני לחצים אחרים במקרה הזה בחקירה הנגדית של אה ישועה,וכל מיני נחצים אחרים במקרה הזה בחקירה הנגדית של ישוע,0.3333333333333333,0.4666666666666667,2,2,0,8,5.155986394557823,2.372200124998926,gold_000_line_055,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
56,"אה, עולה איזשהו סיפור על האח של המנכ""ל של בנק הפו-אה, של בנק הפועלים.",עולה איזשהו סיפור על האח של המנכ״ל של בנק הפועלים.,אה עולה איזשהו סיפור על האח של המנכל של בנק הפו אה של בנק הפועלים,עולה איזשהו סיפור על האח של המנכ ל של בנק הפועלים,0.4,0.509090909090909,2,4,0,9,6.24,2.112145999999484,gold_000_line_056,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
57,"אה, בנק הפועלים, המנכ""ל שלו באותה תקופה היה ציון קינן,"," בנק הפועלים, המנכ״ל שלו באותה תקופה היה ציון קינן.",אה בנק הפועלים המנכל שלו באותה תקופה היה ציון קינן,בנק הפועלים המנכ ל שלו באותה תקופה היה ציון קינן,0.3,0.3599999999999999,1,1,1,8,3.4929931972789117,2.570133875000465,gold_000_line_057,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
58,"זו הייתה ידיעה על אח שלו, ואיזשהו משהו שקשור אליו, איזושהי ידיעה מאוד לא מחמיאה, אה, אה, הידיעה עצמה לא מאוד מעניינת."," זו הייתה ידיעה על אח שלו, ואיזשהו משהו שקשור אליו, איזושהי ידיעה מאוד לא מחמיאה, הידיעה עצמה לא מאוד מעניינת.",זו הייתה ידיעה על אח שלו ואיזשהו משהו שקשור אליו איזושהי ידיעה מאוד לא מחמיאה אה אה הידיעה עצמה לא מאוד מעניינת,זו הייתה ידיעה על אח שלו ואיזשהו משהו שקשור אליו איזושהי ידיעה מאוד לא מחמיאה הידיעה עצמה לא מאוד מעניינת,0.09090909090909091,0.09090909090909094,0,2,0,20,8.225986394557824,4.386167542001203,gold_000_line_058,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
59,"מה שמעניין פה זה לראות באמת את הלחץ המטורף, אה, שעולה מההתכתבות",מה שמעניין פה זה לראות באמת את הלחץ המטורף שעולה מההתכתבות.,מה שמעניין פה זה לראות באמת את הלחץ המטורף אה שעולה מההתכתבות,מה שמעניין פה זה לראות באמת את הלחץ המטורף שעולה מההתכתבות,0.08333333333333333,0.08333333333333337,0,1,0,11,5.52,2.533866667003167,gold_000_line_059,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
60,"אה, של… בין אילן ישועה, המנכ""ל, לבין העורך הראשי של וואלה באותה תקופה, אבי אלקלעי,"," של בין אילן ישועה, המנכ״ל, לבין העורך הראשי של וואלה באותה תקופה, אבי אלקלעי.",אה של בין אילן ישועה המנכל לבין העורך הראשי של וואלה באותה תקופה אבי אלקלעי,של בין אילן ישועה המנכ ל לבין העורך הראשי של וואלה באותה תקופה אבי אלקלעי,0.2,0.24888888888888883,1,1,1,13,6.69,3.593625540997891,gold_000_line_060,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
61,"אה, שני אנשים שלפחות באותה תקופה היו מאוד קרובים.",שני אנשים שלפחות באותה תקופה היו מאוד קרובים.,אה שני אנשים שלפחות באותה תקופה היו מאוד קרובים,שני אנשים שלפחות באותה תקופה היו מאוד קרובים,0.1111111111111111,0.11111111111111116,0,1,0,8,3.52,2.073913457999879,gold_000_line_061,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
62,"ואילן ישועה, אה, ממש גוער בצורה מאוד מאוד תקיפה בעורך הראשי שלו, ואומר,",ואילן ישוע ממש גוער בצורה מאוד מאוד תקיפה בעורך הראשי שלו ואומר...,ואילן ישועה אה ממש גוער בצורה מאוד מאוד תקיפה בעורך הראשי שלו ואומר,ואילן ישוע ממש גוער בצורה מאוד מאוד תקיפה בעורך הראשי שלו ואומר,0.15384615384615385,0.22435897435897445,1,1,0,11,8.027006802721088,2.5444885840006464,gold_000_line_062,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
63,"אני מבקש שתעיף את הידיעה הזו לכל הרוחות,תוריד את התמונה, זה ממש לא בסדר,"," אני מבקש שתעיף את הידיעה הזו לכל הרוחות, תוריד את התמונה, זה ממש לא בסדר.",אני מבקש שתעיף את הידיעה הזו לכל הרוחות תוריד את התמונה זה ממש לא בסדר,אני מבקש שתעיף את הידיעה הזו לכל הרוחות תוריד את התמונה זה ממש לא בסדר,0.0,0.0,0,0,0,15,4.69,3.173667041999579,gold_000_line_063,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
64,"אה, אני לא רוצה כזה אתר.",אני לא רוצה כזה אתר.,אה אני לא רוצה כזה אתר,אני לא רוצה כזה אתר,0.16666666666666666,0.16666666666666663,0,1,0,5,2.12,1.0849540829985926,gold_000_line_064,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
65,"ואגב, אם מישהו חושב שישועה מנסה לשמוע פה על איזושהי, אה,"," ואגב, אם מישהו חושב שישוע מנסה לשמור פה על איזושהי...",ואגב אם מישהו חושב שישועה מנסה לשמוע פה על איזושהי אה,ואגב אם מישהו חושב שישוע מנסה לשמור פה על איזושהי,0.2727272727272727,0.4181818181818181,2,1,0,8,3.6140136054421768,2.07563024999763,gold_000_line_065,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
66,"אה, אהמ, לא יודע, אמות מידה של נורא נורא גבוהות, של איזשהו אתר נורא מוביל, אז,"," לא יודע, מעמות מידה של נורא נורא גבוהות, של איזשהו אתר נורא מוביל, אז...",אה אהמ לא יודע אמות מידה של נורא נורא גבוהות של איזשהו אתר נורא מוביל אז,לא יודע מעמות מידה של נורא נורא גבוהות של איזשהו אתר נורא מוביל אז,0.1875,0.2455357142857143,1,2,0,13,4.32,2.730508374999772,gold_000_line_066,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
67,"יום לפני זה בחקירה הנגדית, אה, ישועה הראה שהוא הודה שמבחינתו וואלה זה, אה,"," יום לפני זה בחקירה הנגדית, ישוע הראה שהוא הודה שמבחינתו וואלה זה...",יום לפני זה בחקירה הנגדית אה ישועה הראה שהוא הודה שמבחינתו וואלה זה אה,יום לפני זה בחקירה הנגדית ישוע הראה שהוא הודה שמבחינתו וואלה זה,0.21428571428571427,0.27976190476190477,1,2,0,11,5.782993197278912,2.6668381249983213,gold_000_line_067,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
68,"אתר שהוא סמי פורנו, עם ידיעות שבגדול זה תמונות של ציצים וכאלה, כן? זה לא בן אדם ש-…"," אתר שהוא סמי פורנו עם ידיעות שבגדול זה עם תמונות של ציצים וכאלה, כן? זה לא בן אדם ש...",אתר שהוא סמי פורנו עם ידיעות שבגדול זה תמונות של ציצים וכאלה כן זה לא בן אדם ש,אתר שהוא סמי פורנו עם ידיעות שבגדול זה עם תמונות של ציצים וכאלה כן זה לא בן אדם ש,0.05555555555555555,0.052631578947368474,0,0,1,18,5.4800226757369614,2.9306554590002634,gold_000_line_068,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
69,"האיכות היא איזושהי נר לרגליו. אבל פה הוא מנסה, אה, להציג את זה בפני אבי אלקלעי, העורך הראשי,"," האיכות היא איזושהי נר לרגליו, אבל פה הוא מנסה להציג את זה בפני אבי אלקלעי, העורך הראשי.",האיכות היא איזושהי נר לרגליו אבל פה הוא מנסה אה להציג את זה בפני אבי אלקלעי העורך הראשי,האיכות היא איזושהי נר לרגליו אבל פה הוא מנסה להציג את זה בפני אבי אלקלעי העורך הראשי,0.05555555555555555,0.05555555555555558,0,1,0,17,6.223015873015873,3.441925084000104,gold_000_line_069,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
70,"והעורך הראשי נמצא באיזושהי מצוקה, אומר לו, תשמע, הידיעה היא ידיעה לגיטימית, אני מצטט פה, הידיעה היא, אהמ ידיעה לגיטימית, אין דרך להוריד אותה מבלי להתבזות,"," והעורך הראשי נמצא באיזושהי מצוקה, הוא אומר לו, תשמע, הידיעה היא הידיעה לגיטימית, אני מצטט פה, הידיעה היא הידיעה לגיטימית, אין דרך להוריד אותה מבלי להתבזות.",והעורך הראשי נמצא באיזושהי מצוקה אומר לו תשמע הידיעה היא ידיעה לגיטימית אני מצטט פה הידיעה היא אהמ ידיעה לגיטימית אין דרך להוריד אותה מבלי להתבזות,והעורך הראשי נמצא באיזושהי מצוקה הוא אומר לו תשמע הידיעה היא הידיעה לגיטימית אני מצטט פה הידיעה היא הידיעה לגיטימית אין דרך להוריד אותה מבלי להתבזות,0.15384615384615385,0.2174556213017752,2,1,1,23,9.12,5.324446208000154,gold_000_line_070,/Users/Shared/models/STT/ivrit-whisper-large-v3-mlx,upai-inc/saspeech,test,/Users/ofir/Projects/asr-training/engines/mlx_engine.py
